💡📝🖥️🟢 Ah, good, we're entering 'action_check_dependancies'! Let's examine the raw materials, shall we? | main.py | 20250824.204206.2 Function: action_check_dependancies
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/VISA_Command_value' with payload '{"value": "\":POWer:ATTenuation\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '10DB', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '10DB', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '10DB', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY",
        "Parameter": "/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY",
        "default_value/value": "\"10\"",
        "VISA_Command_value/value": "\":POWer:ATTenuation\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/default_value' with payload '{"value": "\"20\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/VISA_Command_value' with payload '{"value": "\":POWer:ATTenuation\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '20DB', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '20DB', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '20DB', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY",
        "Parameter": "/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY",
        "default_value/value": "\"20\"",
        "VISA_Command_value/value": "\":POWer:ATTenuation\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/default_value' with payload '{"value": "\"30\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/VISA_Command_value' with payload '{"value": "\":POWer:ATTenuation\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '30DB', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '30DB', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '30DB', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY",
        "Parameter": "/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY",
        "default_value/value": "\"30\"",
        "VISA_Command_value/value": "\":POWer:ATTenuation\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/default_value' with payload '{"value": "\"40\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/VISA_Command_value' with payload '{"value": "\":POWer:ATTenuation\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '40DB', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '40DB', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'AMPLITUDE', 'DO', 'ATTENUATION', 'POWER', '40DB', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
