💡📝🖥️🟢 Ah, good, we're entering 'action_check_dependancies'! Let's examine the raw materials, shall we? | main.py | 20250825.013130.2 Function: action_check_dependancies
💡📝📘🟢 Tab 'Instrument' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Instrument' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Connection' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Connection' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Frequency' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Frequency' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Showtime' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Showtime' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Pusher' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Pusher' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Calculator' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Calculator' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Bands' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Bands' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'From File' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'From File' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Mosquitto' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🔍🔵 Entering '_on_tab_change' to log a tab change. | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🔴 Tab 'Mosquitto' deselected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝📘🟢 Tab 'Scan' selected! | gui_display.py | 20250822.230500.2 Function: Application._on_tab_change
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/0DB/ANY/ANY/Value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/0DB/ANY/ANY/Value'. Storing in buffer. Payload: {"value": "\"0\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/0DB/ANY/ANY/VISA_Command'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/0DB/ANY/ANY/VISA_Command'. Storing in buffer. Payload: {"value": "\":POWer:ATTenuation\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/0DB/ANY/ANY/validated'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/0DB/ANY/ANY/validated'. Storing in buffer. Payload: {"value": "\"NOT YET\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/Value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/Value'. Storing in buffer. Payload: {"value": "\"10\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/VISA_Command'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/VISA_Command'. Storing in buffer. Payload: {"value": "\":POWer:ATTenuation\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/validated'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/10DB/ANY/ANY/validated'. Storing in buffer. Payload: {"value": "\"NOT YET\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/Value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/Value'. Storing in buffer. Payload: {"value": "\"20\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/VISA_Command'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/VISA_Command'. Storing in buffer. Payload: {"value": "\":POWer:ATTenuation\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/validated'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/20DB/ANY/ANY/validated'. Storing in buffer. Payload: {"value": "\"NOT YET\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/Value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/Value'. Storing in buffer. Payload: {"value": "\"30\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/VISA_Command'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/VISA_Command'. Storing in buffer. Payload: {"value": "\":POWer:ATTenuation\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/validated'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/30DB/ANY/ANY/validated'. Storing in buffer. Payload: {"value": "\"NOT YET\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/Value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/Value'. Storing in buffer. Payload: {"value": "\"40\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/VISA_Command'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/VISA_Command'. Storing in buffer. Payload: {"value": "\":POWer:ATTenuation\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/AMPLITUDE/DO/ATTENUATION/POWER/40DB/ANY/ANY/validated'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.205035.10 Function: TranslatorGUI._on_commands_message
